OBJECTID,COMPKEY,COMPTYPE,SEGKEY,DISTANCE,WIDTH,UNITID,UNITTYPE,UNITDESC,BIKE_FACIL,RACK_CAPAC,DELINEATOR,FINISH_TYP,SURFACE_TY,INSTALL_DA,MOUNT_TYPE,COLOR,MANUFACTUR,MODEL_TYPE,CONDITION,ASSET_COND,CONDITION_,LATITUDE,LONGITUDE,Rack Location
517376,517376,16,11077,260.5,37,BKR-1331,BKR,JOHN ST 0080 BLOCK N SIDE ( 237) 60 FT W/O 9TH AVE N,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-22T00:00:00,47.6198,-122.34,"{'latitude': '47.6198', 'longitude': '-122.34', 'needs_recoding': False}"
517382,517382,16,11080,84,-19,BKR-1348,BKR,JOHN ST 0100 BLOCK S SIDE (  84) 44 FT W/O BOREN AVE N,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-07-23T00:00:00,47.6196,-122.3361,"{'latitude': '47.6196', 'longitude': '-122.3361', 'needs_recoding': False}"
517383,517383,16,8984,93,-27,BKR-2373,BKR,AURORA AVE N 1040 BLOCK E SIDE (  70) 70 FT N/O N 104TH ST,SGL,2,False,GALV,ST,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-08-04T00:00:00,47.7046,-122.3446,"{'latitude': '47.7046', 'longitude': '-122.3446', 'needs_recoding': False}"
517384,517384,16,8984,184,-27,BKR-2375,BKR,AURORA AVE N 1040 BLOCK E SIDE ( 161) 57 FT S/O N NORTHGATE WAY,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,FAIR,FAIR,2009-08-04T00:00:00,47.7048,-122.3446,"{'latitude': '47.7048', 'longitude': '-122.3446', 'needs_recoding': False}"
517385,517385,16,8984,93,-27,BKR-2205,BKR,AURORA AVE N 1040 BLOCK E SIDE (  70) 70 FT N/O N 104TH ST,SGL,2,False,GALV,ST,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-08-04T00:00:00,47.7046,-122.3446,"{'latitude': '47.7046', 'longitude': '-122.3446', 'needs_recoding': False}"
517386,517386,16,8984,184,-27,BKR-2320,BKR,AURORA AVE N 1040 BLOCK E SIDE ( 161) 57 FT S/O N NORTHGATE WAY,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,FAIR,FAIR,2009-08-04T00:00:00,47.7048,-122.3446,"{'latitude': '47.7048', 'longitude': '-122.3446', 'needs_recoding': False}"
517387,517387,16,12380,93,27,BKR-2226,BKR,RAINIER AVE S 0420 BLOCK E SIDE (  70) 70 FT S/O S ADAMS ST,SGL,2,False,GALV,PCC-PAD,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-08-05T00:00:00,47.5654,-122.2884,"{'latitude': '47.5654', 'longitude': '-122.2884', 'needs_recoding': False}"
517388,517388,16,12240,363,-29,BKR-1436,BKR,PONTIUS AVE N 0040 BLOCK E SIDE ( 343) 37 FT S/O REPUBLICAN ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-23T00:00:00,47.623,-122.3316,"{'latitude': '47.623', 'longitude': '-122.3316', 'needs_recoding': False}"
517389,517389,16,12240,346,29,BKR-674,BKR,PONTIUS AVE N 0040 BLOCK W SIDE ( 326) 55 FT S/O REPUBLICAN ST,SGL,2,False,GALV,PCC,2007-12-20T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-23T00:00:00,47.6229,-122.3318,"{'latitude': '47.6229', 'longitude': '-122.3318', 'needs_recoding': False}"
517390,517390,16,12240,278,29,BKR-685,BKR,PONTIUS AVE N 0040 BLOCK W SIDE ( 258) 123 FT S/O REPUBLICAN ST,SGL,2,False,GALV,PCC,2007-12-20T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-23T00:00:00,47.6227,-122.3318,"{'latitude': '47.6227', 'longitude': '-122.3318', 'needs_recoding': False}"
517391,517391,16,8185,80,17,BKR-2243,BKR,7TH AVE NW 0430 BLOCK W SIDE (  67) 35 FT S/O LEARY WAY NW,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-07-31T00:00:00,47.6592,-122.3651,"{'latitude': '47.6592', 'longitude': '-122.3651', 'needs_recoding': False}"
517396,517396,16,11727,97,24,BKR-802,BKR,MCGRAW ST 0009 BLOCK N SIDE (  77) 77 FT E/O QUEEN ANNE AVE N,SGL,2,False,GALV,PCC,2009-03-17T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-27T00:00:00,47.6397,-122.3565,"{'latitude': '47.6397', 'longitude': '-122.3565', 'needs_recoding': False}"
517397,517397,16,16792,100,26,BKR-148,BKR,NE 42ND ST 0140 BLOCK N SIDE (  77) 77 FT E/O UNIVERSITY WAY NE,SGL,2,False,GALV,PCC,2006-04-07T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-24T00:00:00,47.6584,-122.3128,"{'latitude': '47.6584', 'longitude': '-122.3128', 'needs_recoding': False}"
517399,517399,16,16792,242,-27,BKR-1723,BKR,NE 42ND ST 0140 BLOCK S SIDE ( 221) 33 FT W/O 15TH AVE NE,SGL,2,False,GALV,PCC,2006-04-07T00:00:00,STBS,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,GOOD,2009-07-24T00:00:00,47.6582,-122.3122,"{'latitude': '47.6582', 'longitude': '-122.3122', 'needs_recoding': False}"
517400,517400,16,16792,183,26,BKR-2899,BKR,NE 42ND ST 0140 BLOCK N SIDE ( 160) 94 FT /O 15TH AVE NE,SGL,2,False,STSTL,PCC,,STBS,NONE,OTHER,,GOOD,GOOD,2009-11-24T00:00:00,47.6584,-122.3125,"{'latitude': '47.6584', 'longitude': '-122.3125', 'needs_recoding': False}"
517401,517401,16,16792,236,26,BKR-2901,BKR,NE 42ND ST 0140 BLOCK N SIDE ( 213) 41 FT /O 15TH AVE NE,SGL,2,False,STSTL,PCC,,STBS,NONE,OTHER,,GOOD,GOOD,2009-11-24T00:00:00,47.6584,-122.3123,"{'latitude': '47.6584', 'longitude': '-122.3123', 'needs_recoding': False}"
517402,517402,16,16792,162,-27,BKR-304,BKR,NE 42ND ST 0140 BLOCK S SIDE ( 141) 113 FT W/O 15TH AVE NE,SGL,2,False,GALV,PCC,2006-04-07T00:00:00,STBS,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,GOOD,2009-07-24T00:00:00,47.6582,-122.3126,"{'latitude': '47.6582', 'longitude': '-122.3126', 'needs_recoding': False}"
517404,517404,16,11670,109,24,BKR-1402,BKR,MARION ST 0090 BLOCK NW SIDE (  89) 89 FT NE/O 9TH AVE,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,,47.6079,-122.3264,"{'latitude': '47.6079', 'longitude': '-122.3264', 'needs_recoding': False}"
517405,517405,16,11678,381,-17,BKR-2233,BKR,MARY AVE NW 0670 BLOCK E SIDE ( 368) 235 FT S/O NW 70TH W ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-08-04T00:00:00,47.6789,-122.3761,"{'latitude': '47.6789', 'longitude': '-122.3761', 'needs_recoding': False}"
517406,517406,16,8679,268,-27,BKR-2271,BKR,AIRPORT WAY S 0390 BLOCK W SIDE ( 245) 29 FT N/O S ANDOVER ST,SGL,2,False,GALV,PCC,2009-08-05T00:00:00,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-08-05T00:00:00,47.5682,-122.3228,"{'latitude': '47.5682', 'longitude': '-122.3228', 'needs_recoding': False}"
517407,517407,16,8679,212,27,BKR-2329,BKR,AIRPORT WAY S 0390 BLOCK E SIDE ( 189) 85 FT N/O S ANDOVER ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-08-05T00:00:00,47.5684,-122.3226,"{'latitude': '47.5684', 'longitude': '-122.3226', 'needs_recoding': False}"
517408,517408,16,8683,36,27,BKR-1324,BKR,AIRPORT WAY S 0429 BLOCK E SIDE (  13) 13 FT S/O S INDUSTRIAL WB WAY,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,GOOD,2009-09-03T00:00:00,47.565,-122.3227,"{'latitude': '47.565', 'longitude': '-122.3227', 'needs_recoding': False}"
517409,517409,16,12858,36,31,BKR-738,BKR,SPRING ST 0007 BLOCK NW SIDE (  17) 17 FT NE/O WESTERN AVE,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,,47.6051,-122.3379,"{'latitude': '47.6051', 'longitude': '-122.3379', 'needs_recoding': False}"
517410,517410,16,12859,92.5,-24,BKR-1538,BKR,SPRING ST 0009 BLOCK SE SIDE (  86) 59 FT SW/O 1ST AVE,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,,47.6052,-122.3371,"{'latitude': '47.6052', 'longitude': '-122.3371', 'needs_recoding': False}"
517411,517411,16,12859,88,31,BKR-617,BKR,SPRING ST 0009 BLOCK NW SIDE (  75) 70 FT SW/O 1ST AVE,SGL,2,False,GALV,PCC,2002-12-05T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,,47.6054,-122.3372,"{'latitude': '47.6054', 'longitude': '-122.3372', 'needs_recoding': False}"
517412,517412,16,12859,64,31,BKR-791,BKR,SPRING ST 0009 BLOCK NW SIDE (  51) 51 FT NE/O POST AVE,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,,47.6053,-122.3373,"{'latitude': '47.6053', 'longitude': '-122.3373', 'needs_recoding': False}"
517413,517413,16,12860,135,-26,BKR-1204,BKR,SPRING ST 0010 BLOCK SE SIDE ( 112) 112 FT NE/O 1ST AVE,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-10-14T00:00:00,47.6055,-122.3364,"{'latitude': '47.6055', 'longitude': '-122.3364', 'needs_recoding': False}"
517414,517414,16,9448,268,34,BKR-1389,BKR,BROADWAY 0160 BLOCK W SIDE ( 241) 159 FT S/O XW E OLIVE ST,SGL,2,False,GALV,BR,,SUFMT,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,GOOD,2009-07-21T00:00:00,47.616,-122.3209,"{'latitude': '47.616', 'longitude': '-122.3209', 'needs_recoding': False}"
517415,517415,16,9448,135,34,BKR-405,BKR,BROADWAY 0160 BLOCK W SIDE ( 108) 108 FT N/O E PINE ST,SGL,2,False,GALV,BR,2006-10-20T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,GOOD,2009-07-21T00:00:00,47.6156,-122.3209,"{'latitude': '47.6156', 'longitude': '-122.3209', 'needs_recoding': False}"
517416,517416,16,9449,366,34,BKR-184,BKR,BROADWAY 0170 BLOCK W SIDE ( 366) 34 FT S/O E HOWELL ST,SGL,2,False,GALV,BR,2006-10-20T00:00:00,STBS,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,GOOD,2009-07-21T00:00:00,47.6174,-122.321,"{'latitude': '47.6174', 'longitude': '-122.321', 'needs_recoding': False}"
517417,517417,16,15284,690,24,BKR-928,BKR,N 34TH ST 0040 BLOCK N SIDE ( 673) 117 FT W/O EVANSTON AVE N,SGL,2,False,GALV,PCC,2008-03-13T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,GOOD,2009-07-29T00:00:00,47.65,-122.3518,"{'latitude': '47.65', 'longitude': '-122.3518', 'needs_recoding': False}"
517418,517418,16,15284,664,24,BKR-929,BKR,N 34TH ST 0040 BLOCK N SIDE ( 647) 143 FT W/O EVANSTON AVE N,SGL,2,False,GALV,PCC,2008-03-13T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,GOOD,2009-07-29T00:00:00,47.65,-122.3519,"{'latitude': '47.65', 'longitude': '-122.3519', 'needs_recoding': False}"
517419,517419,16,9415,92,-34,BKR-2038,BKR,BROAD ST 0030 BLOCK SE SIDE (  65) 51 FT SW/O DENNY WAY,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-16T00:00:00,47.6184,-122.3504,"{'latitude': '47.6184', 'longitude': '-122.3504', 'needs_recoding': False}"
517420,517420,16,8209,234,-34,BKR-1725,BKR,7TH AVE S 0060 BLOCK W SIDE ( 212) 52 FT N/O S LANE ST,SGL,2,False,GALV,PCC,2006-04-07T00:00:00,STBS,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,GOOD,,47.5969,-122.3239,"{'latitude': '47.5969', 'longitude': '-122.3239', 'needs_recoding': False}"
517421,517421,16,8209,50,-34,BKR-232,BKR,7TH AVE S 0060 BLOCK W SIDE (  28) 28 FT S/O S WELLER ST,SGL,2,False,GALV,PCC,2006-06-15T00:00:00,STBS,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,GOOD,,47.5974,-122.3239,"{'latitude': '47.5974', 'longitude': '-122.3239', 'needs_recoding': False}"
517422,517422,16,8740,23,-44,BKR-743,BKR,ALASKAN WAY S 0070 BLOCK W SIDE (  23) 23 FT S/O ALASKAN E RDWY WAY S,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-10-19T00:00:00,47.5972,-122.3361,"{'latitude': '47.5972', 'longitude': '-122.3361', 'needs_recoding': False}"
517423,517423,16,8743,348,-44,BKR-665,BKR,ALASKAN WAY S 0170 BLOCK NW SIDE ( 313) 313 FT SW/O S MASSACHUSETTS ST,SGL,2,False,GALV,PCC,2008-04-15T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-08-20T00:00:00,47.5876,-122.3394,"{'latitude': '47.5876', 'longitude': '-122.3394', 'needs_recoding': False}"
517424,517424,16,8720,270,37,BKR-1388,BKR,ALASKAN WAY 0100 BLOCK SW SIDE ( 270) 40 FT SE/O SPRING ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-10-14T00:00:00,47.6043,-122.3391,"{'latitude': '47.6043', 'longitude': '-122.3391', 'needs_recoding': False}"
517425,517425,16,8720,41,37,BKR-2881,BKR,ALASKAN WAY 0100 BLOCK SW SIDE (  41) 41 FT NW/O MADISON ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-10-14T00:00:00,47.6038,-122.3386,"{'latitude': '47.6038', 'longitude': '-122.3386', 'needs_recoding': False}"
517426,517426,16,8723,20,29,BKR-742,BKR,ALASKAN WAY 0130 BLOCK SW SIDE (  20) 20 FT NW/O UNIVERSITY ST,SGL,4,False,GALV,PCC,,SUFMT,NONE,BKR-CORA,BKR-W2704,GOOD,GOOD,,47.6059,-122.3406,"{'latitude': '47.6059', 'longitude': '-122.3406', 'needs_recoding': False}"
517428,517428,16,13180,277,27,BKR-706,BKR,UNION ST 0020 BLOCK NW SIDE ( 251) 25 FT SW/O 3RD AVE,SGL,2,False,GALV,PCC,2008-03-17T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,,47.6088,-122.3371,"{'latitude': '47.6088', 'longitude': '-122.3371', 'needs_recoding': False}"
517429,517429,16,13183,271,31,BKR-1846,BKR,UNION ST 0050 BLOCK NW SIDE ( 257) 19 FT SW/O 6TH AVE,SGL,4,False,GALV,PCC,2008-03-17T00:00:00,SUFMT,NONE,BKR-CORA,BKR-W2704,GOOD,GOOD,,47.6101,-122.3338,"{'latitude': '47.6101', 'longitude': '-122.3338', 'needs_recoding': False}"
517430,517430,16,13183,64,31,BKR-506,BKR,UNION ST 0050 BLOCK NW SIDE (  50) 50 FT NE/O 5TH AVE,SGL,2,False,GALV,PCC,2002-03-13T00:00:00,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-10-12T00:00:00,47.6098,-122.3345,"{'latitude': '47.6098', 'longitude': '-122.3345', 'needs_recoding': False}"
517432,517432,16,14408,402,-27,BKR-2641,BKR,EAST MARGINAL WAY S 0650 BLOCK SW SIDE ( 379) 126 FT NW/O 4TH AVE S,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-08-10T00:00:00,47.5441,-122.3302,"{'latitude': '47.5441', 'longitude': '-122.3302', 'needs_recoding': False}"
517434,517434,16,14631,153,-31,BKR-1249,BKR,E PINE ST 0060 BLOCK S SIDE ( 137) 98 FT W/O BOYLSTON AVE,SGL,2,False,GALV,PCC,2009-08-14T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,GOOD,2009-08-20T00:00:00,47.6151,-122.3239,"{'latitude': '47.6151', 'longitude': '-122.3239', 'needs_recoding': False}"
517435,517435,16,14631,175,32,BKR-1153,BKR,E PINE ST 0060 BLOCK N SIDE ( 155) 80 FT W/O BOYLSTON AVE,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-20T00:00:00,47.6153,-122.3238,"{'latitude': '47.6153', 'longitude': '-122.3238', 'needs_recoding': False}"
517436,517436,16,14631,187,32,BKR-1853,BKR,E PINE ST 0060 BLOCK N SIDE ( 167) 68 FT W/O BOYLSTON AVE,SGL,2,False,GALV,PCC,2008-03-17T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-20T00:00:00,47.6153,-122.3237,"{'latitude': '47.6153', 'longitude': '-122.3237', 'needs_recoding': False}"
517437,517437,16,14631,198,32,BKR-635,BKR,E PINE ST 0060 BLOCK N SIDE ( 178) 57 FT W/O BOYLSTON AVE,SGL,2,False,GALV,PCC-PAD,2008-03-17T00:00:00,STBS,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,GOOD,2009-08-27T00:00:00,47.6153,-122.3237,"{'latitude': '47.6153', 'longitude': '-122.3237', 'needs_recoding': False}"
517438,517438,16,14632,68,-33,BKR-1154,BKR,E PINE ST 0070 BLOCK S SIDE (  56) 56 FT E/O BOYLSTON AVE,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-20T00:00:00,47.6151,-122.3231,"{'latitude': '47.6151', 'longitude': '-122.3231', 'needs_recoding': False}"
517439,517439,16,14632,123,38,BKR-909,BKR,E PINE ST 0070 BLOCK N SIDE ( 111) 111 FT E/O BOYLSTON AVE,SGL,2,False,GALV,PCC,2007-12-20T00:00:00,STBS,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,GOOD,2009-07-20T00:00:00,47.6153,-122.3229,"{'latitude': '47.6153', 'longitude': '-122.3229', 'needs_recoding': False}"
517440,517440,16,14632,176,38,BKR-910,BKR,E PINE ST 0070 BLOCK N SIDE ( 164) 127 FT W/O HARVARD AVE,SGL,2,False,GALV,PCC,2007-12-20T00:00:00,STBS,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,GOOD,2009-07-20T00:00:00,47.6153,-122.3227,"{'latitude': '47.6153', 'longitude': '-122.3227', 'needs_recoding': False}"
517441,517441,16,14632,159,-33,BKR-911,BKR,E PINE ST 0070 BLOCK S SIDE ( 147) 144 FT W/O HARVARD AVE,SGL,2,False,GALV,PCC,2007-12-20T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-20T00:00:00,47.6151,-122.3228,"{'latitude': '47.6151', 'longitude': '-122.3228', 'needs_recoding': False}"
517442,517442,16,14633,197,-29,BKR-1155,BKR,E PINE ST 0080 BLOCK S SIDE ( 175) 127 FT W/O BROADWAY,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-20T00:00:00,47.6152,-122.3213,"{'latitude': '47.6152', 'longitude': '-122.3213', 'needs_recoding': False}"
517443,517443,16,15552,242,-17,BKR-1614,BKR,N 45TH ST 0230 BLOCK S SIDE ( 229) 39 FT W/O SUNNYSIDE AVE N,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-07-29T00:00:00,47.6613,-122.3304,"{'latitude': '47.6613', 'longitude': '-122.3304', 'needs_recoding': False}"
517444,517444,16,15553,199,17,BKR-1626,BKR,N 45TH ST 0240 BLOCK N SIDE ( 186) 82 FT W/O EASTERN AVE N,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-07-29T00:00:00,47.6614,-122.3294,"{'latitude': '47.6614', 'longitude': '-122.3294', 'needs_recoding': False}"
517445,517445,16,17277,77,17,BKR-431,BKR,NE 65TH ST 0240 BLOCK N SIDE (  64) 64 FT E/O 24TH AVE NE,SGL,2,False,GALV,PCC,2008-04-15T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-29T00:00:00,47.6758,-122.3014,"{'latitude': '47.6758', 'longitude': '-122.3014', 'needs_recoding': False}"
517446,517446,16,14847,279.5,-19,BKR-1330,BKR,E THOMAS ST 0080 BLOCK S SIDE ( 267) 36 FT W/O BROADWAY E,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-21T00:00:00,47.621,-122.3211,"{'latitude': '47.621', 'longitude': '-122.3211', 'needs_recoding': False}"
517447,517447,16,14847,200.5,-19,BKR-294,BKR,E THOMAS ST 0080 BLOCK S SIDE ( 188) 115 FT W/O BROADWAY E,SGL,2,False,GALV,PCC,2006-10-20T00:00:00,STBS,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,GOOD,,47.621,-122.3214,"{'latitude': '47.621', 'longitude': '-122.3214', 'needs_recoding': False}"
517448,517448,16,10752,204,17,BKR-1666,BKR,GREENWOOD AVE N 0850 BLOCK W SIDE ( 191) 191 FT N/O N 85TH ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-08-03T00:00:00,47.6912,-122.3554,"{'latitude': '47.6912', 'longitude': '-122.3554', 'needs_recoding': False}"
517449,517449,16,10752,491,-17,BKR-2178,BKR,GREENWOOD AVE N 0850 BLOCK E SIDE ( 478) 161 FT S/O N 87TH ST,SGL,2,False,GALV,PCC,2009-08-04T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,GOOD,2009-08-03T00:00:00,47.6919,-122.3552,"{'latitude': '47.6919', 'longitude': '-122.3552', 'needs_recoding': False}"
517450,517450,16,10752,226,-17,BKR-2338,BKR,GREENWOOD AVE N 0850 BLOCK E SIDE ( 213) 213 FT N/O N 85TH ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-08-03T00:00:00,47.6912,-122.3552,"{'latitude': '47.6912', 'longitude': '-122.3552', 'needs_recoding': False}"
517451,517451,16,10752,619,17,BKR-2361,BKR,GREENWOOD AVE N 0850 BLOCK W SIDE ( 606) 33 FT S/O N 87TH ST,SGL,2,False,GALV,PCC,2009-08-04T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,GOOD,2009-08-03T00:00:00,47.6923,-122.3554,"{'latitude': '47.6923', 'longitude': '-122.3554', 'needs_recoding': False}"
517452,517452,16,10752,612,-17,BKR-2245,BKR,GREENWOOD AVE N 0850 BLOCK E SIDE ( 599) 40 FT S/O N 87TH ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,FAIR,FAIR,2009-08-03T00:00:00,47.6923,-122.3553,"{'latitude': '47.6923', 'longitude': '-122.3553', 'needs_recoding': False}"
517453,517453,16,10752,43,-17,BKR-2286,BKR,GREENWOOD AVE N 0850 BLOCK E SIDE (  30) 30 FT N/O N 85TH ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,OTHER,BKR-NCONF,GOOD,GOOD,2009-08-03T00:00:00,47.6907,-122.3552,"{'latitude': '47.6907', 'longitude': '-122.3552', 'needs_recoding': False}"
517454,517454,16,10752,324,17,BKR-2470,BKR,GREENWOOD AVE N 0850 BLOCK W SIDE ( 311) 311 FT N/O N 85TH ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,OTHER,BKR-NCONF,GOOD,GOOD,2009-08-03T00:00:00,47.6915,-122.3554,"{'latitude': '47.6915', 'longitude': '-122.3554', 'needs_recoding': False}"
517455,517455,16,10752,453,-17,BKR-2473,BKR,GREENWOOD AVE N 0850 BLOCK E SIDE ( 440) 199 FT S/O N 87TH ST,SGL,2,False,GALV,PCC,2009-08-04T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-08-03T00:00:00,47.6918,-122.3552,"{'latitude': '47.6918', 'longitude': '-122.3552', 'needs_recoding': False}"
517456,517456,16,10752,440,-17,BKR-2391,BKR,GREENWOOD AVE N 0850 BLOCK E SIDE ( 427) 212 FT S/O N 87TH ST,SGL,2,False,GALV,PCC,2009-08-04T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,GOOD,2009-08-03T00:00:00,47.6918,-122.3552,"{'latitude': '47.6918', 'longitude': '-122.3552', 'needs_recoding': False}"
517457,517457,16,10752,89,17,BKR-400,BKR,GREENWOOD AVE N 0850 BLOCK W SIDE (  76) 76 FT N/O N 85TH ST,SGL,2,False,GALV,PCC,2004-01-12T00:00:00,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-08-03T00:00:00,47.6908,-122.3554,"{'latitude': '47.6908', 'longitude': '-122.3554', 'needs_recoding': False}"
517458,517458,16,10752,450,17,BKR-574,BKR,GREENWOOD AVE N 0850 BLOCK W SIDE ( 437) 202 FT S/O N 87TH ST,SGL,2,False,GALV,PCC,2001-12-06T00:00:00,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-08-03T00:00:00,47.6918,-122.3554,"{'latitude': '47.6918', 'longitude': '-122.3554', 'needs_recoding': False}"
517459,517459,16,17286,151,17,BKR-2671,BKR,NE 65TH ST 0310 BLOCK N SIDE ( 138) 27 FT W/O 32ND W AVE NE,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-08-14T00:00:00,47.6758,-122.2934,"{'latitude': '47.6758', 'longitude': '-122.2934', 'needs_recoding': False}"
517461,517461,16,13496,310,17,BKR-744,BKR,WESTERN AVE 0079 BLOCK SW SIDE ( 280) 129 FT SE/O COLUMBIA ST,SGL,2,False,GALV,PCC,2009-03-18T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,GOOD,,47.6025,-122.3358,"{'latitude': '47.6025', 'longitude': '-122.3358', 'needs_recoding': False}"
